Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 67kg, Bradford Kim, 67, 95, 100, 105, 125, 130, 135, 105, 135, 240
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 67kg, Bradford Kim, 67, 95, 100, 105, 125, 130, 135, 105, 135, 240
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 67kg, Martin Peralta, 67, -95, 95, 100, 110, -115, 115, 100, 115, 215
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 67kg, Martin Peralta, 67, -95, 95, 100, 110, -115, 115, 100, 115, 215
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 73kg, Jesse Lisby, 73, 75, 80, -85, 95, 100, 105, 80, 105, 185
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Men's 73kg, Jesse Lisby, 73, 75, 80, -85, 95, 100, 105, 80, 105, 185
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Women's 64kg, Heather McBride, 63.9, 65, 69, 73, 95, 98, 100, 73, 100, 173
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Women's 64kg, Heather McBride, 63.9, 65, 69, 73, 95, 98, 100, 73, 100, 173
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Women's 55kg, Taylor Olmsted, 55, 35, 38, 41, 45, 48, -51, 41, 48, 89
KIM BARBELL Development Meet 10/31, 2021-10-31, Open Women's 55kg, Taylor Olmsted, 55, 35, 38, 41, 45, 48, -51, 41, 48, 89




















