Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Dayton Barbell Invitational, 2019-01-26, Open Men's 102kg, Andrew Olson, 101.8, 100, 105, -111, 115, 120, 125, 105, 125, 230
Dayton Barbell Invitational, 2019-01-26, Open Men's 81kg, Mark Mercier, 77.4, 75, 80, -85, 95, 100, 0, 80, 100, 180
Dayton Barbell Invitational, 2019-01-26, Open Women's 76kg, Rachel Brindley, 74.16, 75, -78, -78, 89, -94, -94, 75, 89, 164
Dayton Barbell Invitational, 2019-01-26, Open Men's 96kg, Dakota Gereg, 90.8, 60, 65, -70, 80, 85, -95, 65, 85, 150
Dayton Barbell Invitational, 2019-01-26, Open Women's 64kg, Ani Manukian, 60.3, 55, 58, -65, 72, -75, -75, 58, 72, 130
Dayton Barbell Invitational, 2019-01-26, Open Women's 59kg, Kiarra Matos, 59, -48, 48, -53, 68, -72, -72, 48, 68, 116
























